"Description","masalpha","yr","stratum","pop","se_pop"
"American wigeon","amwi",2000,15,54498.96,10184.66
"Northern pintail","nopi",2000,15,10375.18,2405.97
"Ring-Necked Duck","rndu",2000,15,11759.84,5496.55
"Scaup","scau",2000,15,148494.79,28226.84
"American wigeon","amwi",2000,16,53195.32,30868.08
"Northern pintail","nopi",2000,16,6510.21,5300.69
"Ring-Necked Duck","rndu",2000,16,31975.93,14467.73
"Scaup","scau",2000,16,177947.95,36805.02
"American wigeon","amwi",2000,17,54849.85,11972.52
"Northern pintail","nopi",2000,17,47607.20,13980.03
"Ring-Necked Duck","rndu",2000,17,81291.58,24142.61
"Scaup","scau",2000,17,257620.92,66093.14
"American wigeon","amwi",2000,18,59368.98,18118.65
"Northern pintail","nopi",2000,18,4623.67,1384.04
"Ring-Necked Duck","rndu",2000,18,68129.62,38521.22
"Scaup","scau",2000,18,123396.39,53062.91
"American wigeon","amwi",2000,20,17619.64,5531.72
"Northern pintail","nopi",2000,20,14545.55,7701.98
"Ring-Necked Duck","rndu",2000,20,1659.04,877.52
"Scaup","scau",2000,20,4725.39,1574.70
"American wigeon","amwi",2000,21,16157.77,6300.17
"Northern pintail","nopi",2000,21,1672.68,1057.81
"Ring-Necked Duck","rndu",2000,21,41663.09,9056.92
"Scaup","scau",2000,21,58518.86,10866.34
"American wigeon","amwi",2000,22,21442.10,10384.15
"Northern pintail","nopi",2000,22,4661.43,2011.34
"Ring-Necked Duck","rndu",2000,22,17376.49,6530.74
"Scaup","scau",2000,22,42876.70,22112.71
"American wigeon","amwi",2000,23,7005.29,4384.87
"Northern pintail","nopi",2000,23,3263.41,2081.84
"Ring-Necked Duck","rndu",2000,23,95799.82,34331.01
"Scaup","scau",2000,23,69230.93,23731.26
"American wigeon","amwi",2000,24,69436.46,14957.72
"Northern pintail","nopi",2000,24,5217.24,3260.44
"Ring-Necked Duck","rndu",2000,24,69925.82,14773.66
"Scaup","scau",2000,24,99029.62,19428.15
"American wigeon","amwi",2000,25,22631.90,13172.26
"Northern pintail","nopi",2000,25,1054.30,1027.79
"Ring-Necked Duck","rndu",2000,25,29476.11,7340.71
"Scaup","scau",2000,25,23319.29,8439.41
"American wigeon","amwi",2000,26,126394.58,51684.64
"Northern pintail","nopi",2000,26,59052.77,21516.39
"Ring-Necked Duck","rndu",2000,26,6309.00,3320.36
"Scaup","scau",2000,26,193776.25,44301.84
"American wigeon","amwi",2000,27,63658.66,25435.09
"Northern pintail","nopi",2000,27,65638.08,19204.75
"Ring-Necked Duck","rndu",2000,27,6502.29,3405.90
"Scaup","scau",2000,27,25238.09,5639.62
"American wigeon","amwi",2000,28,22555.52,12904.07
"Northern pintail","nopi",2000,28,34811.59,7110.89
"Ring-Necked Duck","rndu",2000,28,2162.98,1273.05
"Scaup","scau",2000,28,43163.76,15676.17
"American wigeon","amwi",2000,29,12583.98,6972.24
"Northern pintail","nopi",2000,29,29323.63,6205.94
"Ring-Necked Duck","rndu",2000,29,1246.23,869.27
"Scaup","scau",2000,29,30156.93,10050.36
"American wigeon","amwi",2000,30,66361.07,15040.00
"Northern pintail","nopi",2000,30,45626.84,21428.10
"Ring-Necked Duck","rndu",2000,30,17098.87,5533.79
"Scaup","scau",2000,30,101398.84,36535.85
"American wigeon","amwi",2000,31,64335.26,13149.50
"Northern pintail","nopi",2000,31,27523.37,12206.96
"Ring-Necked Duck","rndu",2000,31,12463.37,3965.01
"Scaup","scau",2000,31,44406.65,21116.35
"American wigeon","amwi",2000,32,76425.07,16962.29
"Northern pintail","nopi",2000,32,248617.08,36180.92
"Ring-Necked Duck","rndu",2000,32,7009.02,1992.53
"Scaup","scau",2000,32,73589.65,17365.19
"American wigeon","amwi",2000,33,3692.22,1738.77
"Northern pintail","nopi",2000,33,25847.61,7681.56
"Ring-Necked Duck","rndu",2000,33,0.00,0.00
"Scaup","scau",2000,33,9865.21,7509.83
"American wigeon","amwi",2000,34,29826.92,6433.07
"Northern pintail","nopi",2000,34,59275.78,17277.08
"Ring-Necked Duck","rndu",2000,34,19245.28,7298.29
"Scaup","scau",2000,34,38948.53,10688.65
"American wigeon","amwi",2000,35,12497.77,2405.00
"Northern pintail","nopi",2000,35,56722.65,13318.32
"Ring-Necked Duck","rndu",2000,35,8065.55,2642.89
"Scaup","scau",2000,35,4565.69,1636.49
"American wigeon","amwi",2000,36,1106.08,701.54
"Northern pintail","nopi",2000,36,1338.69,815.85
"Ring-Necked Duck","rndu",2000,36,4754.04,3907.55
"Scaup","scau",2000,36,1708.65,401.00
"American wigeon","amwi",2000,37,4597.12,858.69
"Northern pintail","nopi",2000,37,6954.86,3712.79
"Ring-Necked Duck","rndu",2000,37,27214.17,6842.17
"Scaup","scau",2000,37,20448.68,10557.91
"American wigeon","amwi",2000,38,1232.02,714.50
"Northern pintail","nopi",2000,38,1491.11,1132.20
"Ring-Necked Duck","rndu",2000,38,392.24,447.53
"Scaup","scau",2000,38,0.00,0.00
"American wigeon","amwi",2000,39,7866.84,2233.80
"Northern pintail","nopi",2000,39,23419.14,8153.65
"Ring-Necked Duck","rndu",2000,39,7372.47,3499.20
"Scaup","scau",2000,39,20720.95,6459.36
"American wigeon","amwi",2000,40,4585.41,1374.66
"Northern pintail","nopi",2000,40,11482.17,5047.09
"Ring-Necked Duck","rndu",2000,40,1510.23,630.91
"Scaup","scau",2000,40,17185.25,5377.95
"American wigeon","amwi",2000,41,31150.78,6410.82
"Northern pintail","nopi",2000,41,38733.02,7941.47
"Ring-Necked Duck","rndu",2000,41,0.00,0.00
"Scaup","scau",2000,41,21218.71,5353.92
"American wigeon","amwi",2000,42,26453.68,5945.78
"Northern pintail","nopi",2000,42,20003.95,3854.61
"Ring-Necked Duck","rndu",2000,42,0.00,0.00
"Scaup","scau",2000,42,9500.23,4761.33
"American wigeon","amwi",2000,43,28542.46,8487.41
"Northern pintail","nopi",2000,43,37139.31,11029.60
"Ring-Necked Duck","rndu",2000,43,707.05,725.03
"Scaup","scau",2000,43,7468.98,2797.77
"American wigeon","amwi",2000,44,35445.26,14169.05
"Northern pintail","nopi",2000,44,73602.06,14181.62
"Ring-Necked Duck","rndu",2000,44,0.00,0.00
"Scaup","scau",2000,44,3068.14,703.14
"American wigeon","amwi",2000,45,39766.00,21106.20
"Northern pintail","nopi",2000,45,133372.89,29907.52
"Ring-Necked Duck","rndu",2000,45,1872.73,883.21
"Scaup","scau",2000,45,77212.73,19016.84
"American wigeon","amwi",2000,46,28146.41,7119.18
"Northern pintail","nopi",2000,46,88919.90,10251.68
"Ring-Necked Duck","rndu",2000,46,3619.57,1124.06
"Scaup","scau",2000,46,92062.85,20198.82
"American wigeon","amwi",2000,47,1520.75,1473.14
"Northern pintail","nopi",2000,47,3368.56,2560.26
"Ring-Necked Duck","rndu",2000,47,0.00,0.00
"Scaup","scau",2000,47,1472.92,1425.85
"American wigeon","amwi",2000,48,28001.86,6933.77
"Northern pintail","nopi",2000,48,109869.12,26298.44
"Ring-Necked Duck","rndu",2000,48,8523.40,4007.84
"Scaup","scau",2000,48,55234.88,26307.70
"American wigeon","amwi",2000,49,6480.11,2946.10
"Northern pintail","nopi",2000,49,17045.23,3424.41
"Ring-Necked Duck","rndu",2000,49,2310.60,1503.71
"Scaup","scau",2000,49,784.54,419.81
"American wigeon","amwi",2000,50,10263.99,10481.89
"Northern pintail","nopi",2000,50,0.00,0.00
"Ring-Necked Duck","rndu",2000,50,341414.10,95400.11
"Scaup","scau",2000,50,0.00,0.00
"American wigeon","amwi",2000,51,0.00,0.00
"Northern pintail","nopi",2000,51,0.00,0.00
"Ring-Necked Duck","rndu",2000,51,102429.70,29340.85
"Scaup","scau",2000,51,0.00,0.00
"American wigeon","amwi",2000,52,0.00,0.00
"Northern pintail","nopi",2000,52,0.00,0.00
"Ring-Necked Duck","rndu",2000,52,18132.29,7775.99
"Scaup","scau",2000,52,621.85,602.44
"American wigeon","amwi",2000,53,0.00,0.00
"Northern pintail","nopi",2000,53,0.00,0.00
"Ring-Necked Duck","rndu",2000,53,0.00,0.00
"Scaup","scau",2000,53,10681.57,10320.73
"American wigeon","amwi",2000,54,1679.73,1705.97
"Northern pintail","nopi",2000,54,0.00,0.00
"Ring-Necked Duck","rndu",2000,54,446.94,453.87
"Scaup","scau",2000,54,1747.39,1310.51
"American wigeon","amwi",2000,55,0.00,0.00
"Northern pintail","nopi",2000,55,0.00,0.00
"Ring-Necked Duck","rndu",2000,55,700.40,527.68
"Scaup","scau",2000,55,0.00,0.00
"American wigeon","amwi",2000,56,2204.92,2214.51
"Northern pintail","nopi",2000,56,0.00,0.00
"Ring-Necked Duck","rndu",2000,56,2640.08,1267.16
"Scaup","scau",2000,56,0.00,0.00
"American wigeon","amwi",2000,62,2208.75,1452.23
"Northern pintail","nopi",2000,62,0.00,0.00
"Ring-Necked Duck","rndu",2000,62,23508.20,7315.05
"Scaup","scau",2000,62,0.00,0.00
"American wigeon","amwi",2000,63,24199.84,18896.00
"Northern pintail","nopi",2000,63,0.00,0.00
"Ring-Necked Duck","rndu",2000,63,7925.02,3096.11
"Scaup","scau",2000,63,0.00,0.00
"American wigeon","amwi",2000,64,0.00,0.00
"Northern pintail","nopi",2000,64,523.47,538.30
"Ring-Necked Duck","rndu",2000,64,16145.58,5690.94
"Scaup","scau",2000,64,0.00,0.00
"American wigeon","amwi",2000,65,0.00,0.00
"Northern pintail","nopi",2000,65,0.00,0.00
"Ring-Necked Duck","rndu",2000,65,1252.02,651.00
"Scaup","scau",2000,65,17458.83,22524.50
"American wigeon","amwi",2000,66,0.00,0.00
"Northern pintail","nopi",2000,66,0.00,0.00
"Ring-Necked Duck","rndu",2000,66,64288.39,13014.83
"Scaup","scau",2000,66,0.00,0.00
"American wigeon","amwi",2000,67,0.00,0.00
"Northern pintail","nopi",2000,67,6001.52,6073.15
"Ring-Necked Duck","rndu",2000,67,103598.60,31229.81
"Scaup","scau",2000,67,0.00,0.00
"American wigeon","amwi",2000,68,11445.04,7005.50
"Northern pintail","nopi",2000,68,0.00,0.00
"Ring-Necked Duck","rndu",2000,68,35866.74,11321.33
"Scaup","scau",2000,68,30426.57,8918.44
"American wigeon","amwi",2000,69,0.00,0.00
"Northern pintail","nopi",2000,69,0.00,0.00
"Ring-Necked Duck","rndu",2000,69,241852.41,52808.83
"Scaup","scau",2000,69,55202.24,18889.74
"American wigeon","amwi",2000,75,20988.53,6812.78
"Northern pintail","nopi",2000,75,4821.50,2132.32
"Ring-Necked Duck","rndu",2000,75,12280.37,8446.60
"Scaup","scau",2000,75,107734.89,25378.39
"American wigeon","amwi",2000,76,23263.68,5303.43
"Northern pintail","nopi",2000,76,5973.93,1565.26
"Ring-Necked Duck","rndu",2000,76,16229.99,5061.88
"Scaup","scau",2000,76,73254.28,25379.54
"American wigeon","amwi",2000,77,121952.36,35239.32
"Northern pintail","nopi",2000,77,16495.97,6935.96
"Ring-Necked Duck","rndu",2000,77,177626.27,49333.59
"Scaup","scau",2000,77,83433.34,29594.93
"American wigeon","amwi",2001,1,8833.00,2877.29
"Northern pintail","nopi",2001,1,2208.80,1143.82
"Ring-Necked Duck","rndu",2001,1,1547.70,590.38
"Scaup","scau",2001,1,36536.50,27501.77
"American wigeon","amwi",2001,2,24090.00,5444.32
"Northern pintail","nopi",2001,2,3576.75,2339.69
"Ring-Necked Duck","rndu",2001,2,12361.50,5174.82
"Scaup","scau",2001,2,39448.50,8090.55
"American wigeon","amwi",2001,3,127608.05,34313.88
"Northern pintail","nopi",2001,3,132277.00,72896.40
"Ring-Necked Duck","rndu",2001,3,28039.50,10128.57
"Scaup","scau",2001,3,106100.94,57002.04
"American wigeon","amwi",2001,4,340983.00,54831.24
"Northern pintail","nopi",2001,4,293444.10,67995.11
"Ring-Necked Duck","rndu",2001,4,26049.60,8868.95
"Scaup","scau",2001,4,192628.80,44487.14
"American wigeon","amwi",2001,5,67972.95,20628.43
"Northern pintail","nopi",2001,5,101632.18,43223.15
"Ring-Necked Duck","rndu",2001,5,1553.18,955.96
"Scaup","scau",2001,5,18985.90,8068.94
"American wigeon","amwi",2001,6,52564.56,9905.58
"Northern pintail","nopi",2001,6,29457.98,4343.01
"Ring-Necked Duck","rndu",2001,6,10301.25,1865.18
"Scaup","scau",2001,6,22199.45,3315.14
"American wigeon","amwi",2001,7,8249.00,2143.67
"Northern pintail","nopi",2001,7,5923.60,2321.09
"Ring-Necked Duck","rndu",2001,7,1849.20,1178.50
"Scaup","scau",2001,7,11793.60,5417.82
"American wigeon","amwi",2001,8,56197.56,9758.49
"Northern pintail","nopi",2001,8,91241.41,21819.70
"Ring-Necked Duck","rndu",2001,8,0.00,0.00
"Scaup","scau",2001,8,88681.40,23996.56
"American wigeon","amwi",2001,9,259288.61,33699.03
"Northern pintail","nopi",2001,9,457136.34,53657.00
"Ring-Necked Duck","rndu",2001,9,411.27,392.84
"Scaup","scau",2001,9,349493.30,48986.16
"American wigeon","amwi",2001,10,30624.00,28370.04
"Northern pintail","nopi",2001,10,203396.87,186405.65
"Ring-Necked Duck","rndu",2001,10,0.00,0.00
"Scaup","scau",2001,10,28395.12,21570.18
"American wigeon","amwi",2001,11,74472.00,17900.77
"Northern pintail","nopi",2001,11,88726.40,15075.52
"Ring-Necked Duck","rndu",2001,11,896.12,876.61
"Scaup","scau",2001,11,167789.37,50321.93
"American wigeon","amwi",2001,12,55051.65,18891.42
"Northern pintail","nopi",2001,12,17467.33,2930.76
"Ring-Necked Duck","rndu",2001,12,3519.73,1800.87
"Scaup","scau",2001,12,86090.64,20015.57
"American wigeon","amwi",2001,13,96195.48,21524.35
"Northern pintail","nopi",2001,13,19690.65,7715.14
"Ring-Necked Duck","rndu",2001,13,12123.65,4210.64
"Scaup","scau",2001,13,66237.29,18256.83
"American wigeon","amwi",2001,14,249662.01,93190.37
"Northern pintail","nopi",2001,14,44927.69,12888.81
"Ring-Necked Duck","rndu",2001,14,35383.59,13032.78
"Scaup","scau",2001,14,494647.12,82375.99
"American wigeon","amwi",2001,15,23212.52,6763.74
"Northern pintail","nopi",2001,15,32314.36,15711.51
"Ring-Necked Duck","rndu",2001,15,5634.92,4260.26
"Scaup","scau",2001,15,185106.76,30408.61
"American wigeon","amwi",2001,16,30397.32,12640.76
"Northern pintail","nopi",2001,16,3255.10,3469.20
"Ring-Necked Duck","rndu",2001,16,7379.06,9058.48
"Scaup","scau",2001,16,149924.65,23065.65
"American wigeon","amwi",2001,17,101039.20,27907.28
"Northern pintail","nopi",2001,17,24731.01,12563.53
"Ring-Necked Duck","rndu",2001,17,48588.07,17870.53
"Scaup","scau",2001,17,191618.87,46879.95
"American wigeon","amwi",2001,18,37780.26,11035.41
"Northern pintail","nopi",2001,18,4623.67,1384.04
"Ring-Necked Duck","rndu",2001,18,10481.48,5401.90
"Scaup","scau",2001,18,99513.22,34901.28
"American wigeon","amwi",2001,20,35239.28,12887.82
"Northern pintail","nopi",2001,20,7684.44,2406.21
"Ring-Necked Duck","rndu",2001,20,10161.66,2510.87
"Scaup","scau",2001,20,708.80,416.21
"American wigeon","amwi",2001,21,8444.59,4753.80
"Northern pintail","nopi",2001,21,1311.30,1289.00
"Ring-Necked Duck","rndu",2001,21,54133.16,15175.82
"Scaup","scau",2001,21,39775.38,9869.07
"American wigeon","amwi",2001,22,21189.84,4587.01
"Northern pintail","nopi",2001,22,705.09,650.12
"Ring-Necked Duck","rndu",2001,22,48163.56,26398.55
"Scaup","scau",2001,22,39363.17,13459.53
"American wigeon","amwi",2001,23,18250.62,11024.90
"Northern pintail","nopi",2001,23,1700.40,1667.15
"Ring-Necked Duck","rndu",2001,23,52520.90,14799.89
"Scaup","scau",2001,23,105054.58,81756.83
"American wigeon","amwi",2001,24,36938.46,15541.80
"Northern pintail","nopi",2001,24,2581.16,1841.88
"Ring-Necked Duck","rndu",2001,24,130319.69,27439.93
"Scaup","scau",2001,24,54757.56,16685.05
"American wigeon","amwi",2001,25,4034.33,1554.41
"Northern pintail","nopi",2001,25,3611.34,1758.14
"Ring-Necked Duck","rndu",2001,25,28526.19,6761.83
"Scaup","scau",2001,25,14166.14,7319.48
"American wigeon","amwi",2001,26,72895.38,21333.19
"Northern pintail","nopi",2001,26,31986.38,10191.78
"Ring-Necked Duck","rndu",2001,26,12217.10,4812.46
"Scaup","scau",2001,26,148272.70,57664.34
"American wigeon","amwi",2001,27,28304.76,6884.81
"Northern pintail","nopi",2001,27,12316.43,6601.18
"Ring-Necked Duck","rndu",2001,27,3291.20,2277.93
"Scaup","scau",2001,27,29661.66,8150.12
"American wigeon","amwi",2001,28,47575.92,14595.60
"Northern pintail","nopi",2001,28,10213.64,5661.76
"Ring-Necked Duck","rndu",2001,28,3579.80,1730.93
"Scaup","scau",2001,28,18204.30,4723.99
"American wigeon","amwi",2001,29,38031.33,29924.63
"Northern pintail","nopi",2001,29,11560.24,5663.36
"Ring-Necked Duck","rndu",2001,29,1078.87,698.34
"Scaup","scau",2001,29,5805.35,3781.23
"American wigeon","amwi",2001,30,26985.16,8327.55
"Northern pintail","nopi",2001,30,42434.46,21363.28
"Ring-Necked Duck","rndu",2001,30,11605.52,4751.08
"Scaup","scau",2001,30,124204.30,58182.28
"American wigeon","amwi",2001,31,12348.97,3492.39
"Northern pintail","nopi",2001,31,51660.70,27309.43
"Ring-Necked Duck","rndu",2001,31,6125.67,2610.76
"Scaup","scau",2001,31,37954.65,13403.76
"American wigeon","amwi",2001,32,86585.00,18967.43
"Northern pintail","nopi",2001,32,303399.87,95906.61
"Ring-Necked Duck","rndu",2001,32,1189.30,838.34
"Scaup","scau",2001,32,102718.67,26955.58
"American wigeon","amwi",2001,33,10630.68,3571.17
"Northern pintail","nopi",2001,33,18430.00,6192.34
"Ring-Necked Duck","rndu",2001,33,0.00,0.00
"Scaup","scau",2001,33,1272.99,1231.99
"American wigeon","amwi",2001,34,20709.39,5401.09
"Northern pintail","nopi",2001,34,78139.03,21248.23
"Ring-Necked Duck","rndu",2001,34,9677.72,3178.28
"Scaup","scau",2001,34,37894.96,18981.57
"American wigeon","amwi",2001,35,20030.48,4547.41
"Northern pintail","nopi",2001,35,185952.59,29552.41
"Ring-Necked Duck","rndu",2001,35,7717.40,3338.59
"Scaup","scau",2001,35,16569.82,9332.82
"American wigeon","amwi",2001,36,558.22,521.76
"Northern pintail","nopi",2001,36,571.08,533.49
"Ring-Necked Duck","rndu",2001,36,4043.41,1021.87
"Scaup","scau",2001,36,795.42,453.38
"American wigeon","amwi",2001,37,3987.69,1643.24
"Northern pintail","nopi",2001,37,4450.40,2378.79
"Ring-Necked Duck","rndu",2001,37,12003.78,5493.23
"Scaup","scau",2001,37,14611.16,7672.34
"American wigeon","amwi",2001,38,310.89,354.92
"Northern pintail","nopi",2001,38,11449.97,4645.81
"Ring-Necked Duck","rndu",2001,38,0.00,0.00
"Scaup","scau",2001,38,759.42,616.25
"American wigeon","amwi",2001,39,6723.88,1909.10
"Northern pintail","nopi",2001,39,63055.29,15561.40
"Ring-Necked Duck","rndu",2001,39,8945.49,2813.23
"Scaup","scau",2001,39,23398.42,11452.38
"American wigeon","amwi",2001,40,6583.50,1353.03
"Northern pintail","nopi",2001,40,17552.17,8920.12
"Ring-Necked Duck","rndu",2001,40,13005.37,4923.32
"Scaup","scau",2001,40,34599.78,22523.08
"American wigeon","amwi",2001,41,23285.66,6124.78
"Northern pintail","nopi",2001,41,53380.88,13506.13
"Ring-Necked Duck","rndu",2001,41,2945.30,1889.01
"Scaup","scau",2001,41,19337.84,4998.67
"American wigeon","amwi",2001,42,18306.63,5515.14
"Northern pintail","nopi",2001,42,25649.37,7223.05
"Ring-Necked Duck","rndu",2001,42,0.00,0.00
"Scaup","scau",2001,42,12149.81,6941.31
"American wigeon","amwi",2001,43,7666.20,1878.14
"Northern pintail","nopi",2001,43,37635.64,12086.99
"Ring-Necked Duck","rndu",2001,43,2549.55,1714.36
"Scaup","scau",2001,43,6561.19,3977.60
"American wigeon","amwi",2001,44,38429.38,21321.09
"Northern pintail","nopi",2001,44,44657.87,11384.43
"Ring-Necked Duck","rndu",2001,44,1900.68,1321.85
"Scaup","scau",2001,44,4326.97,2122.78
"American wigeon","amwi",2001,45,39215.78,13135.86
"Northern pintail","nopi",2001,45,241364.20,54197.23
"Ring-Necked Duck","rndu",2001,45,3868.71,1524.34
"Scaup","scau",2001,45,57751.81,21279.32
"American wigeon","amwi",2001,46,33960.26,9853.23
"Northern pintail","nopi",2001,46,95080.49,18409.77
"Ring-Necked Duck","rndu",2001,46,6873.13,2777.70
"Scaup","scau",2001,46,65969.40,25631.65
"American wigeon","amwi",2001,47,1622.13,1571.41
"Northern pintail","nopi",2001,47,2947.04,3189.59
"Ring-Necked Duck","rndu",2001,47,0.00,0.00
"Scaup","scau",2001,47,0.00,0.00
"American wigeon","amwi",2001,48,11656.05,4622.96
"Northern pintail","nopi",2001,48,300439.90,61913.62
"Ring-Necked Duck","rndu",2001,48,5869.25,2180.88
"Scaup","scau",2001,48,31728.93,13174.00
"American wigeon","amwi",2001,49,3456.06,2220.93
"Northern pintail","nopi",2001,49,40289.42,9805.34
"Ring-Necked Duck","rndu",2001,49,928.13,802.54
"Scaup","scau",2001,49,8470.43,5725.83
"American wigeon","amwi",2001,50,10978.67,10941.15
"Northern pintail","nopi",2001,50,0.00,0.00
"Ring-Necked Duck","rndu",2001,50,163227.50,34344.30
"Scaup","scau",2001,50,14128.72,3255.71
"American wigeon","amwi",2001,51,3842.96,3897.55
"Northern pintail","nopi",2001,51,0.00,0.00
"Ring-Necked Duck","rndu",2001,51,84353.45,18387.69
"Scaup","scau",2001,51,115397.33,88787.01
"American wigeon","amwi",2001,52,1422.45,1425.92
"Northern pintail","nopi",2001,52,0.00,0.00
"Ring-Necked Duck","rndu",2001,52,14005.97,5811.16
"Scaup","scau",2001,52,0.00,0.00
"American wigeon","amwi",2001,53,0.00,0.00
"Northern pintail","nopi",2001,53,0.00,0.00
"Ring-Necked Duck","rndu",2001,53,582.16,636.42
"Scaup","scau",2001,53,0.00,0.00
"American wigeon","amwi",2001,54,3330.89,2840.48
"Northern pintail","nopi",2001,54,0.00,0.00
"Ring-Necked Duck","rndu",2001,54,7464.17,5295.10
"Scaup","scau",2001,54,0.00,0.00
"American wigeon","amwi",2001,55,0.00,0.00
"Northern pintail","nopi",2001,55,0.00,0.00
"Ring-Necked Duck","rndu",2001,55,472.61,466.16
"Scaup","scau",2001,55,304.26,227.11
"American wigeon","amwi",2001,56,4204.16,2605.34
"Northern pintail","nopi",2001,56,0.00,0.00
"Ring-Necked Duck","rndu",2001,56,4567.80,2041.20
"Scaup","scau",2001,56,0.00,0.00
"American wigeon","amwi",2001,57,0.00,0.00
"Northern pintail","nopi",2001,57,0.00,0.00
"Ring-Necked Duck","rndu",2001,57,73575.19,37314.21
"Scaup","scau",2001,57,11934.92,4642.03
"American wigeon","amwi",2001,62,1104.37,1055.22
"Northern pintail","nopi",2001,62,0.00,0.00
